PassengerId,Age,SibSp,Parch,Fare,Sex_female,Sex_male,Pclass_1,Pclass_2,Pclass_3,Rank_A,Rank_B,Rank_C,Rank_D,Rank_E,Rank_F,Rank_G,Rank_T,Embarked_C,Embarked_Q,Embarked_S,SurvivedFamily,Survived
113,0.27345609420017536,0.0,0.0,0.015712553569072387,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0
114,0.24840285606914692,0.125,0.0,0.019177122834302632,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5714285714285714,0
115,0.21082299887260428,0.0,0.0,0.028220722145058292,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.2857142857142857,0
116,0.26092947513466114,0.0,0.0,0.015468569817999833,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0
117,0.8809971188776149,0.0,0.0,0.015126992566498259,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0
118,0.36114242765877486,0.125,0.0,0.04098927018018883,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.2857142857142857,0
119,0.2985093323312038,0.0,0.1111111111111111,0.4831284260198326,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.5714285714285714,0
120,0.02292371288989102,0.5,0.2222222222222222,0.06104473451835265,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.6233766233766234,0
121,0.26092947513466114,0.25,0.0,0.1434624456306609,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.380952380952381,0
122,0.3736690467242891,0.0,0.0,0.015712553569072387,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.2857142857142857,0
123,0.40498559438807463,0.125,0.0,0.058694292654020104,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.5714285714285714,0
124,0.40498559438807463,0.0,0.0,0.025374310111545468,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.5714285714285714,1
125,0.6743079042966303,0.0,0.1111111111111111,0.15085515328815924,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.380952380952381,0
126,0.1481899035450332,0.125,0.0,0.021942337075458514,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.8571428571428571,1
127,0.3736690467242891,0.0,0.0,0.015126992566498259,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0
128,0.2985093323312038,0.0,0.0,0.01393967004027879,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5714285714285714,1
129,0.3736690467242891,0.125,0.1111111111111111,0.04364049521284361,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.7619047619047619,1
130,0.5615683327070023,0.0,0.0,0.013614293309848433,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0
131,0.41124890392083174,0.0,0.0,0.015411575213749284,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0
132,0.24840285606914692,0.0,0.0,0.013760683560491965,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0
133,0.5866215708380308,0.125,0.0,0.028302115124416098,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.2857142857142857,0
134,0.36114242765877486,0.125,0.0,0.050748620223090936,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5714285714285714,1
135,0.311035951396718,0.0,0.0,0.025374310111545468,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0
136,0.2859827132656896,0.0,0.0,0.02936744577509929,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0
137,0.2358762370036327,0.0,0.2222222222222222,0.051301584996521765,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5714285714285714,1
138,0.46135538018288863,0.125,0.0,0.10364429745562033,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.5714285714285714,0
139,0.19829637980709008,0.0,0.0,0.01798980030808316,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0
140,0.2985093323312038,0.0,0.0,0.15458810467956932,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0
141,0.3736690467242891,0.0,0.2222222222222222,0.029757819776815374,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.42857142857142855,0
142,0.27345609420017536,0.0,0.0,0.015126992566498259,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5714285714285714,1
143,0.2985093323312038,0.125,0.0,0.030937139635999665,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5714285714285714,1
144,0.2358762370036327,0.0,0.0,0.013175122557917838,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0
145,0.22334961793811847,0.0,0.0,0.022446505098674834,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.2857142857142857,0
146,0.2358762370036327,0.125,0.1111111111111111,0.07173122281533045,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0
147,0.33608918952774647,0.0,0.0,0.015216388212891242,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.6233766233766234,1
148,0.11061004634849055,0.25,0.2222222222222222,0.06709553154495196,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.4761904761904762,0
149,0.4550920706501315,0.0,0.2222222222222222,0.050748620223090936,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.7619047619047619,0
150,0.5239884755104597,0.0,0.0,0.025374310111545468,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0
151,0.6367280471000877,0.0,0.0,0.02444717185746977,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0
152,0.27345609420017536,0.125,0.0,0.12999454257145598,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.5714285714285714,1
153,0.6930978328949017,0.0,0.0,0.015712553569072387,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0
154,0.5051985469121884,0.0,0.2222222222222222,0.028302115124416098,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.380952380952381,0
155,0.3736690467242891,0.0,0.0,0.014273049437744325,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.42857142857142855,0
156,0.6367280471000877,0.0,0.1111111111111111,0.11980421963065935,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5714285714285714,0
157,0.19829637980709008,0.0,0.0,0.015094396337354966,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5714285714285714,1
158,0.3736690467242891,0.0,0.0,0.015712553569072387,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0
159,0.3736690467242891,0.0,0.0,0.016908073949327893,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0
160,0.3736690467242891,1.0,0.2222222222222222,0.13575255909676823,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5194805194805194,0
161,0.5490417136414881,0.0,0.1111111111111111,0.031425107138144774,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.2857142857142857,0
162,0.4989352373794313,0.0,0.0,0.030741952635141623,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5714285714285714,1
163,0.32356257046223225,0.0,0.0,0.015175789316712771,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0
164,0.21082299887260428,0.0,0.0,0.016908073949327893,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.2857142857142857,0
165,0.0103970938243768,0.5,0.1111111111111111,0.07746484096553544,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.4761904761904762,0
166,0.11061004634849055,0.0,0.2222222222222222,0.04006213192611313,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.7142857142857143,1
167,0.3736690467242891,0.0,0.1111111111111111,0.10735285047192313,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.5714285714285714,1
168,0.5615683327070023,0.125,0.4444444444444444,0.05445717323939373,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.4761904761904762,0
169,0.3736690467242891,0.0,0.0,0.050602229972447406,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0
170,0.3486158085932607,0.0,0.0,0.11027245763075773,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0
171,0.7619942377552299,0.0,0.0,0.06538764528744409,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0
172,0.04797695102091946,0.5,0.1111111111111111,0.056848213999904744,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.4761904761904762,0
173,0.0103970938243768,0.125,0.1111111111111111,0.021730754366528396,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.7619047619047619,1
174,0.26092947513466114,0.0,0.0,0.015468569817999833,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0
175,0.6993611424276588,0.0,0.0,0.05991421140938287,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.5714285714285714,0
176,0.22334961793811847,0.125,0.1111111111111111,0.015330377421392339,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.380952380952381,0
177,0.3736690467242891,0.375,0.1111111111111111,0.04970768794751499,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.4571428571428572,0
178,0.6242014280345735,0.0,0.0,0.05604306762136532,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0
179,0.3736690467242891,0.0,0.0,0.025374310111545468,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0
180,0.4488287611173744,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0
181,0.3736690467242891,1.0,0.2222222222222222,0.13575255909676823,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5194805194805194,0
182,0.3736690467242891,0.0,0.0,0.02937564362913533,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0
183,0.11061004634849055,0.5,0.2222222222222222,0.061264319894317944,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.7142857142857143,0
184,0.0103970938243768,0.25,0.1111111111111111,0.0761229303346364,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.7142857142857143,1
185,0.04797695102091946,0.0,0.2222222222222222,0.04298993693898376,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5714285714285714,1
186,0.3736690467242891,0.0,0.0,0.09759350042902103,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0
187,0.3736690467242891,0.125,0.0,0.030253985132996517,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5714285714285714,1
188,0.5615683327070023,0.0,0.0,0.051822148727810165,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5714285714285714,1
189,0.4989352373794313,0.125,0.1111111111111111,0.030253985132996517,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.380952380952381,0
190,0.4488287611173744,0.0,0.0,0.015411575213749284,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0
191,0.3987222848553175,0.0,0.0,0.025374310111545468,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5714285714285714,1
192,0.2358762370036327,0.0,0.0,0.025374310111545468,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0
193,0.2358762370036327,0.125,0.0,0.015330377421392339,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5714285714285714,1
194,0.035450331955405236,0.125,0.1111111111111111,0.050748620223090936,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.7619047619047619,1
